殿堂	Na
殿軍	Na
毀	VC
毀墜	VH
毀壞	VC
毀容	VB
毀掉	VR
毀損	VC
毀棄	VC
毀滅	VC
毀譽參半	VH
毀面	VB
毅力	Na
毅然	Dh
毆	VC
母	A
母交藤	
母仔	Na
母仔囝	Na
母仔囝	Na
母囝	Na
母囝	Na
母國	Nc
母女	Na
母女	Na
母妗	Na
母姨	Na
母形	VH
母校	Nc
母欉	
母法	Na
母的	Nc
母目	Na
母系	Na
母絞利	VH
母舅	Na
母舅表	Na
母花	Na
母蜂	Na
母親	Na
母親	Na
母親節	Nd
母語	
母身	Nc
母身	Nc
母身死	VH
母金	
母銀	
母錢	Na
母錢	Na
母頭親	Na
母體	VH
每	Ne
每個	
每工	
每年	
每擺	
每日	
每月	
每次	
每況愈下	VH
每隔	P4
每項	
毒	Na;VH
毒	Na;VH
毒	VC
毒刺	Na
毒品	Na
毒嘴	Na
毒害	VC
毒害人心	
毒心	
毒性	Na
毒手	Na
毒打	VC
毒步	Na
毒死	VR
毒死	VR
毒殺	VC
毒氣	Na
毒液	Na
毒物	Na
毒瓦斯	Na
毒瘤	Na
毒箭	
毒素	Na
毒草	Na
毒菇	Na
毒藥	Na
毒蛇	Na
毒蟲	Na
毒蟲藥	Na
毒行	
毒行	VH
毒計	Na
毒質	Na
毒酒	Na
比	VA;Na;VC;Df
比liah8	
比不等	
比並	VA;Na;VC;VB;VE;Df
比並	VE
比例尺	Na
比價	VA
比利時	Nc
比劃	VA
比力	VA;Na
比喻	Na;VE
比喻講	P5
比在	P5
比基尼	Na
比如	P5
比對	VC
比手	
比手畫刀	VA
比扮	P4;VJ
比拚	VB
比拳	
比拼	VC
比掠	
比接	VA;VC;VE
比數	Na
比武	VA
比比皆是	VH
比照	P4;VJ
比爾	Nb
比率	Na
比目魚	Na
比看覓	
比範	P4;VJ
比美	VJ
比肩	VI;Dh
比腳比手	VA
比評	
比論	Na;P5;VE
比論講	
比賽	VA;Na
比起	P4
比起來	VR
比較	Na;VC;Df
比重	Na
比鳥	
毛	Na;Nb
毛	Na;Nb
毛	Na;Nb
毛\|髟	b
毛了了	
毛仔草	
毛利	Na
毛利率	Na
毛呼	
毛夾仔	Na
毛將軍	
毛巾	Na
毛手毛腳	VB
毛料	Na
毛柿	
毛桃	Na
毛毛仔雨	Na
毛毯	Na
毛毯	Na
毛氍	
毛當歸	
毛病	Na
毛皮	Na
毛竹	
毛筆	Na
毛管	Na
毛管	Na
毛管孔	Na
毛管空	
毛管箭	Na
毛絨	Na
毛絲仔	Na
毛線	Na
毛織	A
毛織品	Na
毛腳	
毛腳	Nc
毛腳燕	
毛苦參	
毛茛	Na
毛草	Na
毛菇	
毛菰	
毛萁	
毛蓑	Na
毛蓮菜	
毛藍	A
毛虎	
毛蛇	
毛蜞	Na
毛蜞	Na
毛蜞仔	
毛蝟	Na
毛蟲	Na
毛蟲	Na
毛蟹	Na
毛蟹	Na
毛蟹	Na
毛蟹椅	
毛蟹目	
毛蟹草	
毛衣	Na
毛豆	Na
毛豬	Na
毛額	Na
毫	Nf
毫克	Nf
毫升	Nf
毫米	Nf
毫髮	Na
毬蘭	
毯	b
毯仔	Na
毽	Na
毽子	Na
毽錢	Na
氈仔	Na
氐	Nb
民	b
民主	Na;VH
民主化	VA
民主黨	Nb
民事	Na
民俗	Na
民兵	Na
民初	Nd
民國	Nd
民宅	Na
民家	Nc;Na
民家厝	Na
民心	Na
民性	Na
民怨	Na
民情	Na
民意	Na
民房	Na
民政	Na
民政局	Nc
民族	Na
民智	Na
民有	Na
民望	
民權	Na
民歌	Na
民治	Na
民法	Na
民營	VH
民生	Na
民用	A
民眾	Na
民社黨	Nb
民航局	Nc
民航機	Na
民謠	Na
民警	Na
民進黨	Nb
民選	VH
民間	Nc
民防	Na
民風	Na
民黨	Nb
氣	Na;VK
氣	Na;VK;VH
氣lou2	VH
氣候	Na
氣力	Na
氣力	Na
氣功	Na
氣勃勃	VH
氣勃勃	VH
氣勢	Na
氣勢	Na
氣半死	
氣口	Na;VH
氣味	Na
氣喘	Na
氣喘入	VA
氣喘出	VA
氣囊	Na
氣團	Na
氣墊	Na
氣壓	Na
氣大大	VH
氣奪奪	VH
氣孔	Na
氣尾	Na
氣忿	VH
氣急敗壞	VH
氣怪	VI
氣怫怫	VH
氣憤	VH
氣掇掇	VH
氣掇掇	VH
氣掇掇	VH
氣撲撲	VH
氣暢忍	VH
氣概	Na
氣死	VR
氣死人	VH
氣氛	Na
氣水	Na
氣沖天	
氣泡	Na
氣派	VH
氣流	Na
氣溫	Na
氣焰	Na
氣猜猜	VH
氣球	Na
氣痛忍	Na;VH
氣窗	Na
氣筒	Na
氣管	Na
氣管炎	Na
氣結	VH
氣絕	VH
氣絕	VH
氣絲仔	Na
氣脈	
氣脫	VH
氣色	Na
氣苦	VH
氣草	Na
氣血	Na
氣象	Na
氣象局	Nc
氣質	Na
氣逆	
氣運	Na
氣門	Na
氣頭	Na;VH
氣體	Na
氣魄	Na
氧	Na
氧化	VJ
氧化物	Na
氧氣	Na
氨	Na
氫	Na
氫	Na
氮	Na
氮氣	
氯	Na
氯氣	Na
水	VF;Na;VC;Nf;P3;VH
水chhiang5	Na
水sian	
水tiN7	VA
水tou2	Na
水丁香	
水丁黃	
水丹	Na
水乞食	Na
水乾	A
水亭	Na
水仙	Na
水仙花	Na
水仙門	
水份	Na
水位	Na
水傷	
水入	VA
水冬瓜	
水冰片	
水凋	A
水刀蓮	
水分	Na
水利	Na
水利局	Nc
水利會	Nc
水劍草	
水力	Na
水升	Na
水厄	Na
水古杉	Na
水叮噹	
水司公	
水向	VA
水呢	
水呢仔布	Na
水咠	
水土	Na
水坑	Na
水垢	
水埔仔	
水域	Na
水塔	Na
水塘	Nc
水墨	Na
水壓	Na
水壩	Na
水夫	Na
水害	Na
水尖	
水尖仔	b
水尾	Nc
水崁	Na
水崩山	VH
水帕	Na
水平	Na
水底泅	
水庫	Na
水廠	Nc
水彩	Na
水性	Na
水慄	VA
水戛仔	Na
水手	Na
水手	Na
水披	
水抽	Na;b
水抽仔	
水拵	Na
水拵頭	Na
水挾仔	b
水捽仔	Na
水撰頭	Na
水族	Na
水星	Nc
水晶	Na
水杓	Na
水果	Na
水柝仔	Na
水柯	
水柯仔	
水柱	Na
水柳	
水柳柯	
水柴耙	
水柿	
水桶	Na
水梨	
水梨仔	Na
水榭	Na
水槽	Na
水櫃	Na
水櫃腰	
水母	Na
水母鯊	
水氣	Na
水池	Nc;Na
水沖泚	Na
水沫	Na
水油	Na
水泉	Na
水泉	Na
水泉水	Na
水泡	
水泡	Na
水波痕	Na
水泥	Na
水泱	Na
水洘	VA
水流	Na
水流屍	Na
水流柯	
水流柴	
水流柴	Na
水流豆	
水浸粿	
水浹仔	Na
水涵管	Na
水淬	Na
水深	Na
水淹	VA
水淹死	VH
水淹頷	VH
水湧	Na
水源	Na
水源頭	Na
水準	Na
水溫	Na
水滑	
水滴	Na
水滴仔崁	Na
水滸傳	Nb
水滸傳	Nb
水漆	
水漏	Na
水漲	VA
水漲	VA;VH
水潭	Na
水瀨	Nc;Na
水灌腸	
水災	Na
水煙	Na
水熏吹	
水燈	Na
水燈食	Na
水燭	
水牛	Na
水牛	Na
水牛城	Nc
水牛犅	Na
水狗	
水獺	Na
水珠	Na
水瓜	Na
水瓢	Na
水瓶	Na
水產	Na
水田	Na
水田蠳	
水疝	
水痕	Na
水痘	Na
水皰	
水碓	Na
水磨	
水秤	Na
水稻	Na
水積	
水穿蛇	
水窟	Nc;Na
水筆	Na
水筆仔	Na
水筍	
水筧	
水管	Na
水管	Na
水管仔	
水管心	
水粉頭	
水紅	A
水紅樹	
水紅色	Na
水紅花	
水素	Na
水絞	
水缸	Na
水罐	Na
水耕	VA
水肥	Na
水腫	Na;VH
水膠	Na
水色	Na
水芋	Na
水芎蕉	
水花	Na
水芹	Na
水芹菜	
水茄	
水茄苳	
水草	Na
水草仔	
水荖草	
水蒸氣	Na
水蓉波	
水蓮	
水蓮花	
水蔞	
水蔥仔	Na
水蔬	Na
水蕉	
水薰吹	
水薸	Na
水薸仔	
水藍青	
水藤	
水藥	VA
水蘆荻	Na
水虱草	
水虼蚤	
水蚊仔	
水蛆	Na
水蛆	Na
水蛇	Na
水蛇泅	VA
水蛇腰	
水蛙	Na
水蛸	
水蜈蚣	
水蜘蛛	
水蜞	b
水蝶	Na
水螺	Na
水螺	Na
水蟉蚤	
水蟧蜈	
水蟻	Na
水蠍	Na
水蠟樹	
水褲	
水豆油	
水貨	Na
水賊仔	
水質	Na
水路	Na
水車	Na
水車葉	
水返雞	
水退	VA
水道	Na
水道水	Na
水道頭	Na
水避仔	
水鄉	Na
水醪	b
水里	Nc
水量	Na
水金京	
水金定	
水針	
水鉸剪	Na
水銀	Na
水銃	Na
水錦	Na
水錶	Na
水鏡	Na
水門	Na
水閹雞	
水陸	Na
水雞	Na
水雞	Na
水雞泅	Na
水雞爪	
水雞草	
水雞鞋	Na
水雞飯	Na
水電	Na
水霧	Na
水面	Nc
水面頂	
水靴	
水頭	Nc;Na
水飯	
水餃	Na
水馬	
水駱駝	
水鬚	Na
水鬼	
水鬼仔	Na
水魂仔	
水鱟	
水鳥	Na
水鴨	Na
水鵁鴒	
水鶇仔	
水鷚	
水鼠	Na
水龍	Na
水龍車	Na
水龜	
永世	Dd
永久	Dd
永久性	Na
永享	VJ
永公仔	
永別	VH
永和	Nc
永和市	Nc
永嘉	Nd
永垂不朽	VH
永存	VH
永恆	VH
永擺	Nd;Ng
永昌	VH
永樂	Nd
永無寧日	VH
永生	VH
永訣	VA
永過	Nd;Ng
永遠	Dd
氾濫	VH
氾濫成災	VH
汀	b
汁	Na
汁流汁滴	VH
求	VF
求償	VA
求全	VH
求助	VC
求取	VC
求和	VA
求婚	VB
求學	VA
求得	VC
求情	VA
求愛	VB
求才	VA
求援	VB
求救	VB
求教	VB
求新	VH
求望	VK
求生	VA
求知	VA
求神	VA
求職	VA
求見	VC
求解	VB
求診	VA
求諒情	VB
求證	VB
求變	VH
求雨	VA;VB
汊	b
汎流	
汏	VA;VC;VH
汏手藝	
汏歹	VR
汏碗	
汏衫	
汐止	Nc
汔	VH
汕頭	Nc
汗	Na
汗巾	
汗巾仔	
汗水	Na
汗液	Na
汗滴	Na
汗珠	Na
汗瘍	Na
汗花	Na
汗酸	
汗顏	VH
汙水	Na
汝	Nh
汞	Na
江	Na;Nb
江仔魚	
江口	Na
江子仁	Na
江山	Na
江某	
江某松	
江水	Na
江湖	Nc
江珧珠	Na
江米酒	Na
江蘇	Nc
江蘇省	Nc
江蘺	Na
江蟯珠	Na
江西	Nc
江西省	Na
江輪	Na
江頭	A
池	Nf
池上	Nc
池亭水閣	Na
池仔	Nc;Na
池塘肥	
池水	Na
池鵝	Na
污染	VC
污染	VC
污水	VA;Na
污漬	VH
污穢	VH
污辱	VC
污醪汁凍	VH
污點	Na
汪汪流	
汪洋	Na
汫	VH
汫水	Na
汫潘潘	VH
汫甜	
汫皮浡	VH
汫色	Na
汫菜	
汰	
汰	VR;b
汰去	
汰嘴	VA
汰歹	VR
汰看	b
汰衫	
汰討	Db;Dj;VH
汰討敢	VL
汰討是	Db
汰討有	
汰講	
汱眠	VH
汱綠	A;VH
汱色	Na
汲水	VA
汲水	VA
決	b
決勝負	VA
決定	Db;Na;VE
決心	VF;Na
決志	VF
決意	VF
決戰	VC
決斷	Na
決明	
決策	Na
決算	Na
決絕	VA;VC
決裂	VH
決議	Na;VE
決議案	Na
決賽	Na
決選	Na
決鬥	VA
汽水	Na
汽油	Na
汽油彈	Na
汽油彈	Na
汽球	Na
汽缸	Na
汽船	Na
汽艇	Na
汽車	Na
沃	VC;Nb;b
沃tam5	VB
沃喉	VA
沃水	
沃田	VC
沃肥	VB
沃雨	VA
沈	Nb;VH
沈在	
沈底	VA;VH
沈底的	
沈思	VA
沈憂	
沈水	VB
沈浸	VI
沈淪	VH
沈眠	VH
沈睡	
沈船	VH
沈落去	
沈醉	VI
沈重	VH
沈重	VH
沈靜	VH
沈香	Na
沈鬱	
沉仔酒	
沉吟	VE
沉底	VH
沉底	VH
沉死	VH
沉水	
沉沕	
沉沕船	Na
沉沬	
沉紅	
沉船	
沉落	VH
沉著	VH
沉迷	VJ
沉酒	
沉重	VH
沉重	VH
沉香	
沌	b
沐	Nb;b
沐浴	VA
沒官	
沒尾	VH
沒收	VC
沒落	VH
沒落	VH
沒藥	
沒趁	
沓	b
沓沓	Dd
沓沓仔	Dd;Dh
沓沓來	
沓沓滴	
沓沓講	
沓滓	VH
沓滴	VH
沖	VC
沖	VC
沖	VC
沖koa7-koa7	VH
沖割	VC
沖印	VC
沖天	VH
沖恨	VJ
沖水	
沖沖滾	VA;Da;VH
沖洗	VC
沖淡	VC
沖犯	VC;VJ;VH
沖磅	VH
沖肩	
沖著	
沖蝕	VC
沖走	VR
沖銷	VC
沙	Na
沙仔地	Nc
沙刀魚	
沙包	Na
沙厘	
沙厘鍋	
沙參	
沙土	Na
沙坡	Nc
沙坩	b
沙埔	Nc;Na
沙堆	Na
沙屑	VH
沙崙	Na
沙彌	Na
沙微	Da;Dh
沙拉油	Na
沙文主義	Nb
沙朴	
沙果	Na
沙條	
沙梭	
沙母	Na;A
沙母粒	Na
沙毛	
沙汕	Nc
沙沙	
沙漏	Na;VH
沙漠	Na
沙漠	Na
沙漠	Na
沙瀨	b
沙灘	Nc
沙烏地阿拉伯	Nc
沙田	Na
沙疥	Na
沙疥	Na
沙盤	Na
沙目	Na
沙眼	Na
沙石	Na
沙糖	Na
沙紙	
沙線	Nc
沙羅樹	
沙腸	
沙腸	
沙腸仔	
沙茶	Na
沙蛤	
沙蜊	Na
沙蝦	
沙蟟	Na
沙蠶	
沙袋	Na
沙銚	
沙鍋	Na
沙鑽仔	
沙門	Na
沙魚	
沙鰍	
沙鱸	
沙鷺	
沙鹿	Nc
沙龍	Nc
沬	b;VJ
沬水	VA
沬落去	VR;VJ
沬鴨	
河	Na
河tai7	
河內	Nc
河北	Nc
河北省	Nc
河南	Nc
河南省	Nc
河堤	Na
河山	Na
河岸	Nc
河川	Na
河床	Na
河底	Nc
河東	Nc
河流	Na
河溪	Na
河溪	Na
河漢	Na
河濱	Nc
河畔	Nc
河谷	Nc
河道	Na
河邊	
河面	Nc
河馬	Na
沸點	Na
油	Na;VH
油leh8-leh8	
油tai2	
油串	
油井	Na
油價	Na
油印	A
油垢	Na
油墨	Na
油壓	A
油布	Na
油帶	
油庫	Nc
油廠	Nc
油抽仔	Na
油料	Na
油旗魚	
油木	
油杉	
油松	
油枯餅	Na
油柑孫	Na
油柿	
油桂	Na
油桐	
油桐	Na
油桐樹	
油桶	Na
油條	Na
油櫃	Na
油水	Na;VH
油沓沓	
油油	VH
油洗洗	
油滓	Na
油漆	Na
油漆工	Na
油漆師	Na
油潤	VH
油濁	Na
油濁濁	
油炙粿	Na
油炸粿	Na
油煙	Na
油燈	Na
油獺	Na
油田	Na
油畫	Na
油礦	Na
油管	Na
油箱	Na
油粅粅	
油紙	Na
油罐車	Na
油肉	Na
油肭肭	VH
油脂	Na
油膏	Na
油臊	Na
油臘樹	
油舉仔	Na
油花仔	Na
油茶	Na
油菜	Na
油菜花	Na
油葉楠	
油葉茶	
油蔥	Na
油蔥粿	
油蘭花	
油蜢	Na
油跡	Na
油車	Na
油車粿	Na
油輪	Na
油邋邋	
油門	Na
油食粿	Na
油食粿	Na
油飯	Na
油魚	
油麻	Na
油點草	
油鼎	Na
治	VC
治iau	VA;VB
治下	
治世	VA
治亂	VA
治事	VA
治喪	VA
治國	VA
治好	VR
治學	VA
治安	Na
治家	VA
治本	VA
治標	VA
治權	Na
治死	
治民	
治水	VA
治水	VA
治理	VC
治病	VB
治療	VC
治療費	
治罪	VB
沼氣	Na
沽情	VF
沾	VC
沾水	VA
沿	Nf
沿岸	Nc
沿海	Nc
沿線	Nc
沿街	Dg
沿襲	VJ
沿路	Nc;Dg
沿途	Nc
沿階草	
沿革	Na
況且	Cb
況兼	Cb
況兼	Cb
泄	VC;b
泄	b
泄	b
泄密	
泄尿	VA
泄瀉	
泄精	
泅	b
泅水	VA
泅浴仔	VA
泅雨	b;VH
泉	Nb
泉仔	Na
泉州	Nc
泉水	Na
泉目	
泉空	
泉頭	Na
泊	VA
泌尿	A
泌尿	A
泌尿科	Nc
泌尿科	Nc
泍	Na
泍流	
泏	
泏出來	
泏振動	VA
法	Nc;Na
法人	Na
法令	Na
法例	Na
法典	Na
法制	Na
法則	Na
法力	Na
法務	Na
法務部	Nc
法商	Na
法國	Nc
法國人	Na
法學	Na
法學院	Nc
法官	Na
法定	A
法寶	Na
法帖	Na
法師	Na
法幣	Na
法度	Na
法庭	Nc
法律	Na
法律系	Nc
法律縫	
法政	Na
法文	Na
法會	Na
法朗	Nf
法案	Na
法條	Na
法治	Na
法理	Na
法界	Nc
法眼	Na
法紀	Na
法統	Na
法網	Na
法蘭西	Nc
法術	Na
法西斯	Nc
法規	Na
法警	Na
法辦	VB
法郎	Nf
法醫	Na
法院	Nc
泚中營	
泛大	VC
泛大鏡	Na
泛奶	
泛泛	VH
泛泛	VH
泛浡	Na;VH
泛皮	
泛腫	Na;VH
泛腳胴	
泛鏡	Na
泡	VC;Nf
泡咖啡	
泡天	
泡水	
泡湯	VH
泡瀾	VH
泡茶	VA;VC;Nf
泡菜	Na
泡蒸	VH
波	Na;VC;Nf
波動	VA
波及	VJ
波士頓	Nc
波幅	Na
波折	Na
波斯	Nc
波斯灣	Nc
波浪	Na
波濤	Na
波瀾	Na
波紋	Na
波羅樹	
波羅的海	Nc
波羅蜜	
波蘭	Nc
波邊空	
波長	Na
泥	Na
泥水工	Na
泥沼	Nc
注	VC
注	VC
注入	VR
注出來	VR
注卵	VA
注定	VK
注射	VB
注射筒	Na
注心	VK;VJ;VH
注意	VK
注意力	Na
注意著	VK
注文	VC
注死	Dd;VH
注氣	VH
注水	VB;VH
注水死	VH
注注想	VE
注目	VB
注目	VI;VB
注神	VA;Dh;VJ;VH
注絕	
注腳	Na
注視	VC
注重	VJ
注音	VA;Na
泰國	Nc
泰安	Nc
泰山	Nc;Na
泰水	Na
泰雅	Nb
泱	Na
泱	Na
泳	b
泳池	Nc
泳裝	Na
泵浦	b
洋	b
洋參	
洋房	Na
洋服	Na
洋樓	Nc;Na
洋洋得意	VH
洋絃琴	Na
洋肉桂	
洋芳瓜	Na
洋菇	Na
洋菸	Na
洋蔥	Na
洋行	Nc
洋裝	Na
洋貨	Na
洋酒	Na
洒流	VH
洗	VC
洗三朝	
洗佛	b
洗劫	VC
洗口	VA
洗嘴	VA
洗字	VA
洗手	VA
洗汏	VC
洗汰	VC
洗沙金	VA
洗浴	VA;VB
洗浴槽	Na
洗浴池	Nc
洗浴盆	Na
洗浴間	Nc
洗淨	VR
洗清	VR;VC;VE
洗清氣	VC
洗澈	b
洗牌	VA
洗盪	VC;VB
洗石仔	
洗碗	VA
洗禮	Na
洗腦	VB
洗腳	VA
洗蕩	VC
洗衣機	Na
洗衫	VA
洗衫店	Nc
洗衫枋	Na
洗衫槌	
洗衫機	Na
洗身	VA;VB
洗身池	Nc
洗身軀	VA;VB
洗身軀	VB
洗身間	Nc
洗身離	VH
洗金	VA
洗鋸仔	
洗門風	
洗面	VA
洗頭	VA
洗骨	
洗髮精	
洘	VA;VH
洘凋	b;VH
洘卒卒	VH
洘塭仔	VA
洘旱	Na;VH
洘汔汔	
洘流	VA;Na
洘瀆瀆	VH
洘篤篤	
洘糜	
洘糜	
洘蒸蒸	VH
洘頭糜	Na
洘餃	
洘魚	VA
洛杉磯	Nc
洛神花	
洛陽花	Na
洛陽錦	Na
洞	Na
洞察	VC
洞房	Na
洞穴	Na
洞簫	Na
津	b
津	b
津津有味	Dh
津落來	
津貼	Na
洩恨	VA
洩水	
洩水	VA
洩水溝	Na
洩洪	VJ
洩漏	VC
洪水	Na
洪流	Na
洪福	Na
洲	Na
洲際	Nc
活	VA;Na;VH
活	VC
活leng3-leng3	VH
活liah8	Na;VC
活tauh	Nc;Na
活that	Na
活下去	VR
活人	Na
活仔窟	
活佛	Na
活佛	Na
活利	
活到	
活力	Na
活動	VA;Na;VH
活動力	Na
活埋	VC
活存	Na
活屏	Na
活影	VH
活性	A
活性碳	Na
活扣	Na
活扳仔	
活掠	VC
活撲撲	A
活景	Na
活會	Na
活期	A
活栓	Na
活根	Na;Nf
活栽	
活欲	
活歹命	VH
活氣	
活氣	VH
活水	Na
活泉	Nb
活活	Dh
活溜溜	A;VH
活潑	VH
活潑	VH
活火山	Na
活眼	VC
活結	
活路	Na
活跳	Dh;VH
活跳跳	A;b;VH
活踜踜	A;VH
活釦	Na
活門	Na
活顯	VH
活骨	VH
活體	A
活鬼	Na
活鬼仔	Na
活龍龍	A;VH
洽詢	VE
洽談	VE
洽購	VC
洽辦	VC
洽食	VH
派	VF;Na;Nf
派上用場	VB
派代表	
派兵	VF
派出	VR
派員	VF
派對	Na
派撥	
派胚	VE
派藥	VB
派軍	VF
派遣	VF
派頭	Na;VH
洿	b
洿垃圾	VR
洿落去	
洿著	
流	VA;Na;VC;Nf
流	VA;VC;Nf
流下	VR
流了流	VA;VC;Nf
流亡	VC
流亡政府	Na
流仔胚	
流傳	VK
流入	VC
流凊汗	
流凊汗	VA
流出	VR
流利	VH
流到	VR
流動	VA
流向	VR
流嘌	VH
流嘌囝	
流嘴瀾	
流域	Na
流失	VJ
流奚奚	
流子	
流子囝	
流孑	VH
流年	Na
流年不利	VH
流弊	Na
流彈	Na
流掉	VR
流擺	VA;Na;VC;Nd;Nf;VJ
流於	VL
流於形式	VH
流星	Na
流星	Na;Nb
流星鐳	Na
流會	
流死瘍	
流死瘍	Na
流民	Na
流氓氣	
流氓胚	Na
流水	VA;Na;VC;Nf
流水tiN7	VA
流水席	Na
流水數	Na
流水管	
流汗	VA
流沙	Na
流泅	VA;VC;Nf
流泍	VA
流派	Na
流浪	VA
流浪漢	Na
流浪漢	Na
流淚	VA
流漩	VA
流瀾	b;VJ
流無停	
流產	VH
流瘍	Na;VH
流瘍跡	
流目屎	VA
流籠	Na
流精	VH
流糬	
流腸肚	VA
流膿	
流芳	
流落	VC
流血	VA
流血桐	
流行	VH
流言	Na
流譎	
流轉	VA
流通	VA
流逝	VH
流速	Na
流連	VA
流量	Na
流露	VJ
流露出	VR
流頭	Na
流體	Na
流鼻	
流鼻水	
流鼻血	
浙江	Nc
浙江	Nc
浙江省	Na
浞喉	
浞著	VR
浡	b
浡	b
浡浡飛	
浦	Nb
浩劫	Na
浩大	VH
浩大	VH
浪	VR;VA
浪六嗹	VH
浪嗹六	VA;VH
浪子	Na
浪板	Na
浪橋	
浪溜嗹	VA;VH
浪漫	VH
浪潮	Na
浪花	Na
浪蕩	VA;VH
浪蕩	VH
浪蕩囝	Na
浪蕩子	Na
浪蕩漢	Na
浪費	VC;VH
浮	VA;VH
浮thang	Na
浮世	
浮丼	Na
浮冇	VH
浮冇冇	VH
浮剽	VH
浮力	Na
浮動	VA
浮名	Na
浮塵	
浮塵仔	
浮居	VA
浮屍	Na
浮崙	Na
浮崙	Na
浮崙	Na
浮嶼	Na
浮州	
浮復地	
浮數	Na
浮水	
浮水貨	Na
浮水錢	Na
浮沈	VA
浮沉	Na;VH
浮沖	VH
浮沙	Na
浮泛	VH
浮洲	
浮浮沖	VH
浮海石	
浮游	VA
浮溢	
浮溢溢	b
浮漂	VA;VH
浮濫	VH
浮版	
浮留藤	
浮石	
浮碇	Na
浮筩	Na
浮舀舀	
浮花	Na
浮萍	Na
浮蒸	VH
浮薸	Na
浮藤菜	
浮譀	VH
浮財	Na
浮起來	
浮起來	VR
浮錢	Na
浮雕	Na
浮面	
浮頭	VA;Ne;VH
浮高高	VA
浴	b
浴場	Nc
浴室	Nc
浴巾	Na
浴桶	
浴池	Nc;Na
浴盆	Na
浴衣	Na
浴衫	Na
浴間	Nc
海	Na
海上	
海下	
海事	Na
海內	Nc
海內外	Nd
海八哥	
海冬	
海勢	Nc
海匪	Na
海南	Nc
海南島	Nc
海南戇	Na
海參	Na
海參	Na
海參	Na
海反	VA
海口	Nc;Na
海口勢	Nc
海口讚	
海口風	Na
海味	Na
海和尚	Na
海員	Na
海地	Nc
海地	Nc
海坪	Nc
海埔	Nc
海埔姜	
海域	Na
海域	Na
海報	Na
海塭	
海墘	Nc
海外	Nc
海大蝦	
海奶	Na
海專	Nc
海山	Nc
海岸	Nc
海岸	Nc
海岸線	Na
海島	Na
海峽	Na
海帶	Na
海帶菜	Na
海平面	Na
海底	
海徛	Na
海徛仔	
海戰	Na
海拔	Na
海揚波	
海星	Na
海星	Na
海景	Na
海桐	
海梨柑	
海棠	Na
海檨仔	
海欉仔	
海水	Na
海水浴	Na
海水花	Na
海水蛙	
海水雞	Na
海沙坡	Nc
海沙埔	Nc
海法	Na
海波	Na
海洋	Na
海洛因	Na
海洛英	Na
海派	VH
海流	Na
海浪	Na
海浴場	
海涵	VA
海淚仔	
海港	Nc
海湧	Na
海滄	
海漲	VA;Na
海潮	Na
海濤	Na
海濱	Nc
海灘	Nc
海灣	Na
海燕	Na
海燕仔	
海狐狸	Na
海狗	Na
海狗鞭	
海獺	Na
海王星	Nb
海產	Na
海白菜	
海盜	Na
海盤車	Na
海礁	
海神	Na
海秋沙	
海結仔	
海絨	Na
海綿	Na
海線	
海翁	Na
海肚蛇	
海腰	Na
海腳	Nc
海膽	Na
海芋	
海茄朾	
海茄苳	
海茄藤	
海草	Na
海草魚	Na
海菜	Na
海菜餅	
海菴	
海蔥仔	Na
海藻	Na
海虎	Na
海蛇	
海蜇	Na
海蜈蚣	
海蝕	Na
海蝤	Na
海螵蛸	
海蟉蠽	Na
海蟞	Na
海蟧蜈	
海蟲	
海蟹	Na
海角	Nc;Na
海豚	Na
海象	Na
海豬	Na
海豬仔	
海豬母	Na
海豹	Na
海貓	
海賊	Na
海路	Na
海軍	Nc
海運	Na
海運界	Nc
海邊	Nc
海里	Nf
海量	Na
海金沙	
海金魚	
海鐵雞	
海門	Na
海關	Nc
海防	Na
海陸	Na
海雁	
海雞母	Na
海難	Na
海風	Na
海風藤	
海馬	Na
海馬	Na
海魟	
海鮮	Na
海鯰	
海鰍	Na
海鰱	Na
海鰱仔	
海鰻	Na
海鱟	b
海鳥	Na
海鴄	
海鵝	Na
海鷗	Na
海鷗	Na
海鸕鶿	
海鹽	Na
海麻	
海鼻	Na
海龍	Na
海龍王	Na
海龍王	Na
海龜	Na
浸	VC;VB;Nf
浸柿仔	
浸死	VH
浸水蚵	
浸水雨	Na
浸禮	VH
浸透	VR
涂	Nb
涅槃	
涅槃	
消	VH
消hong5	VH
消thau2	VA;VC
消仔	Na
消化	VC
消化不良	VH
消夜	Na
消失	VA
消失去	VH
消定	
消弭	VC
消心	VA;VH
消息	Na
消息花	
消息草	
消敁	VA;VC
消暑	VA
消暢	VH
消極	VH
消毒	VC
消氣	VH
消水	
消水溝	Na
消涼	VA;VC
消渴症	Na
消溝	Na
消溶	VH
消滅	VC
消災	VA
消炎	VH
消爽	VJ
消牽頭	
消當	VH
消瘦	VH
消磨	VC;VJ
消磨品	
消磨掉	VR
消磨時間	VH
消積	
消耗	VC
消耗量	Na
消腫	VH
消膏	
消蝕	VA;VC;VJ
消解	VC;VH
消費	VA;Na
消費品	Na
消費者	Na
消費額	Na
消身	VH
消退	VH
消逝	VA
消遣	VC
消長	VH
消閃	VA;VC
消防	A
消防栓	Na
消防車	Na
消除	VC
消音	VH
消風	VC;VH
消食	
消骿	VB
涉出來	VR
涉勢	VB
涉嫌	VJ
涉涉津	
涉涉滴	
涉私	Na;VJ;VH
涉足	VC
涉錢	VB
涌	Na
涔	b
液	Na;b
液化	VH
液態	Na
